Wednesday, October 2, 2013,7:47,10:18,Pepsi Center,18007,0006,ANAHEIM DUCKS,COLORADO AVALANCHE,2,SH,725,MISS,147,ANA #7 COGLIANO- Wrist- Wide of Net- Off. Zone- 36 ft.,ANAHEIM DUCKS_7_ANDREW COGLIANO,,,,Off. Zone,Wrist,Wide of Net,36,ANAHEIM DUCKS_7_ANDREW COGLIANO,ANAHEIM DUCKS_11_SAKU KOIVU,ANAHEIM DUCKS_23_FRANCOIS BEAUCHEMIN,ANAHEIM DUCKS_55_BRYAN ALLEN,ANAHEIM DUCKS_30_VIKTOR FASTH,,COLORADO AVALANCHE_26_PAUL STASTNY,COLORADO AVALANCHE_15_PA PARENTEAU,COLORADO AVALANCHE_92_GABRIEL LANDESKOG,COLORADO AVALANCHE_4_TYSON BARRIE,COLORADO AVALANCHE_6_ERIK JOHNSON,COLORADO AVALANCHE_1_SEMYON VARLAMOV,,,1,6,5,,ANAHEIM DUCKS_30_VIKTOR FASTH_G,ANAHEIM DUCKS_30_VIKTOR FASTH_G,1,1,1200,1200,MISS,725,2,0006,1,,,,,,,0,0,
Wednesday, October 2, 2013,7:47,10:18,Pepsi Center,18007,0006,ANAHEIM DUCKS,COLORADO AVALANCHE,2,SH,707,FAC,149,ANA won Off. Zone - ANA #13 BONINO vs COL #9 DUCHENE,ANAHEIM DUCKS_13_NICK BONINO,COLORADO AVALANCHE_9_MATT DUCHENE,,,Off. Zone,,,,ANAHEIM DUCKS_13_NICK BONINO,ANAHEIM DUCKS_33_JAKOB SILFVERBERG,ANAHEIM DUCKS_4_CAM FOWLER,ANAHEIM DUCKS_23_FRANCOIS BEAUCHEMIN,ANAHEIM DUCKS_30_VIKTOR FASTH,,COLORADO AVALANCHE_9_MATT DUCHENE,COLORADO AVALANCHE_90_RYAN O'REILLY,COLORADO AVALANCHE_17_STEVE DOWNIE,COLORADO AVALANCHE_40_ALEX TANGUAY,COLORADO AVALANCHE_61_ANDRE BENOIT,COLORADO AVALANCHE_1_SEMYON VARLAMOV,,,1,6,5,,ANAHEIM DUCKS_30_VIKTOR FASTH_G,ANAHEIM DUCKS_30_VIKTOR FASTH_G,1,1,1200,1200,FAC,707,2,0006,1,,,,,,,0,0,
Wednesday, October 2, 2013,7:47,10:18,Pepsi Center,18007,0006,ANAHEIM DUCKS,COLORADO AVALANCHE,2,EV,682,FAC,153,ANA won Neu. Zone - ANA #15 GETZLAF vs COL #26 STASTNY,ANAHEIM DUCKS_15_RYAN GETZLAF,COLORADO AVALANCHE_26_PAUL STASTNY,,,Neu. Zone,,,,ANAHEIM DUCKS_15_RYAN GETZLAF,ANAHEIM DUCKS_10_COREY PERRY,ANAHEIM DUCKS_62_PATRICK MAROON,ANAHEIM DUCKS_45_SAMI VATANEN,ANAHEIM DUCKS_55_BRYAN ALLEN,ANAHEIM DUCKS_30_VIKTOR FASTH,COLORADO AVALANCHE_26_PAUL STASTNY,COLORADO AVALANCHE_40_ALEX TANGUAY,COLORADO AVALANCHE_92_GABRIEL LANDESKOG,COLORADO AVALANCHE_6_ERIK JOHNSON,COLORADO AVALANCHE_8_JAN HEJDA,COLORADO AVALANCHE_1_SEMYON VARLAMOV,,,1,6,6,,ANAHEIM DUCKS_30_VIKTOR FASTH_G,ANAHEIM DUCKS_30_VIKTOR FASTH_G,1,1,1200,1200,FAC,682,2,0006,1,,,,,,,0,0,
Wednesday, October 2, 2013,7:47,10:18,Pepsi Center,18007,0006,ANAHEIM DUCKS,COLORADO AVALANCHE,2,EV,672,FAC,155,COL won Def. Zone - ANA #15 GETZLAF vs COL #26 STASTNY,COLORADO AVALANCHE_26_PAUL STASTNY,ANAHEIM DUCKS_15_RYAN GETZLAF,,,Def. Zone,,,,ANAHEIM DUCKS_15_RYAN GETZLAF,ANAHEIM DUCKS_10_COREY PERRY,ANAHEIM DUCKS_62_PATRICK MAROON,ANAHEIM DUCKS_45_SAMI VATANEN,ANAHEIM DUCKS_55_BRYAN ALLEN,ANAHEIM DUCKS_30_VIKTOR FASTH,COLORADO AVALANCHE_26_PAUL STASTNY,COLORADO AVALANCHE_40_ALEX TANGUAY,COLORADO AVALANCHE_92_GABRIEL LANDESKOG,COLORADO AVALANCHE_6_ERIK JOHNSON,COLORADO AVALANCHE_8_JAN HEJDA,COLORADO AVALANCHE_1_SEMYON VARLAMOV,,,0,6,6,,ANAHEIM DUCKS_30_VIKTOR FASTH_G,ANAHEIM DUCKS_30_VIKTOR FASTH_G,1,1,1200,1200,FAC,672,2,0006,0,,,,,,,0,0,
Wednesday, October 2, 2013,7:47,10:18,Pepsi Center,18007,0006,ANAHEIM DUCKS,COLORADO AVALANCHE,2,EV,656,HIT,156,COL #8 HEJDA HIT ANA #62 MAROON- Neu. Zone,COLORADO AVALANCHE_8_JAN HEJDA,ANAHEIM DUCKS_62_PATRICK MAROON,,,Neu. Zone,,,,ANAHEIM DUCKS_15_RYAN GETZLAF,ANAHEIM DUCKS_10_COREY PERRY,ANAHEIM DUCKS_62_PATRICK MAROON,ANAHEIM DUCKS_45_SAMI VATANEN,ANAHEIM DUCKS_55_BRYAN ALLEN,ANAHEIM DUCKS_30_VIKTOR FASTH,COLORADO AVALANCHE_26_PAUL STASTNY,COLORADO AVALANCHE_40_ALEX TANGUAY,COLORADO AVALANCHE_92_GABRIEL LANDESKOG,COLORADO AVALANCHE_6_ERIK JOHNSON,COLORADO AVALANCHE_8_JAN HEJDA,COLORADO AVALANCHE_1_SEMYON VARLAMOV,,,0,6,6,,ANAHEIM DUCKS_30_VIKTOR FASTH_G,ANAHEIM DUCKS_30_VIKTOR FASTH_G,1,1,1200,1200,HIT,656,2,0006,0,,,,,,,0,0,
Wednesday, October 2, 2013,7:47,10:18,Pepsi Center,18007,0006,ANAHEIM DUCKS,COLORADO AVALANCHE,2,EV,648,FAC,159,ANA won Def. Zone - ANA #22 PERREAULT vs COL #29 MACKINNON,ANAHEIM DUCKS_22_MATHIEU PERREAULT,COLORADO AVALANCHE_29_NATHAN MACKINNON,,,Def. Zone,,,,ANAHEIM DUCKS_22_MATHIEU PERREAULT,ANAHEIM DUCKS_8_TEEMU SELANNE,ANAHEIM DUCKS_33_JAKOB SILFVERBERG,ANAHEIM DUCKS_6_BEN LOVEJOY,ANAHEIM DUCKS_28_MARK FISTRIC,ANAHEIM DUCKS_30_VIKTOR FASTH,COLORADO AVALANCHE_29_NATHAN MACKINNON,COLORADO AVALANCHE_15_PA PARENTEAU,COLORADO AVALANCHE_11_JAMIE MCGINN,COLORADO AVALANCHE_16_CORY SARICH,COLORADO AVALANCHE_61_ANDRE BENOIT,COLORADO AVALANCHE_1_SEMYON VARLAMOV,,,1,6,6,,ANAHEIM DUCKS_30_VIKTOR FASTH_G,ANAHEIM DUCKS_30_VIKTOR FASTH_G,1,1,1200,1200,FAC,648,2,0006,1,,,,,,,0,0,
Wednesday, October 2, 2013,7:47,10:18,Pepsi Center,18007,0006,ANAHEIM DUCKS,COLORADO AVALANCHE,2,EV,626,HIT,161,COL #11 MCGINN HIT ANA #28 FISTRIC- Def. Zone,COLORADO AVALANCHE_11_JAMIE MCGINN,ANAHEIM DUCKS_28_MARK FISTRIC,,,Def. Zone,,,,ANAHEIM DUCKS_22_MATHIEU PERREAULT,ANAHEIM DUCKS_8_TEEMU SELANNE,ANAHEIM DUCKS_33_JAKOB SILFVERBERG,ANAHEIM DUCKS_6_BEN LOVEJOY,ANAHEIM DUCKS_28_MARK FISTRIC,ANAHEIM DUCKS_30_VIKTOR FASTH,COLORADO AVALANCHE_29_NATHAN MACKINNON,COLORADO AVALANCHE_15_PA PARENTEAU,COLORADO AVALANCHE_11_JAMIE MCGINN,COLORADO AVALANCHE_16_CORY SARICH,COLORADO AVALANCHE_61_ANDRE BENOIT,COLORADO AVALANCHE_1_SEMYON VARLAMOV,,,0,6,6,,ANAHEIM DUCKS_30_VIKTOR FASTH_G,ANAHEIM DUCKS_30_VIKTOR FASTH_G,1,1,1200,1200,HIT,626,2,0006,0,,,,,,,0,0,
Wednesday, October 2, 2013,7:47,10:18,Pepsi Center,18007,0006,ANAHEIM DUCKS,COLORADO AVALANCHE,2,EV,620,MISS,162,COL #29 MACKINNON- Backhand- Wide of Net- Off. Zone- 29 ft.,COLORADO AVALANCHE_29_NATHAN MACKINNON,,,,Off. Zone,Backhand,Wide of Net,29,ANAHEIM DUCKS_22_MATHIEU PERREAULT,ANAHEIM DUCKS_8_TEEMU SELANNE,ANAHEIM DUCKS_33_JAKOB SILFVERBERG,ANAHEIM DUCKS_6_BEN LOVEJOY,ANAHEIM DUCKS_28_MARK FISTRIC,ANAHEIM DUCKS_30_VIKTOR FASTH,COLORADO AVALANCHE_29_NATHAN MACKINNON,COLORADO AVALANCHE_15_PA PARENTEAU,COLORADO AVALANCHE_11_JAMIE MCGINN,COLORADO AVALANCHE_16_CORY SARICH,COLORADO AVALANCHE_61_ANDRE BENOIT,COLORADO AVALANCHE_1_SEMYON VARLAMOV,,,0,6,6,,ANAHEIM DUCKS_30_VIKTOR FASTH_G,ANAHEIM DUCKS_30_VIKTOR FASTH_G,1,1,1200,1200,MISS,620,2,0006,0,,,,,,,0,0,
Wednesday, October 2, 2013,7:47,10:18,Pepsi Center,18007,0006,ANAHEIM DUCKS,COLORADO AVALANCHE,2,EV,604,PENL,165,COL #29 MACKINNON&nbsp;Roughing(2 min)- Off. Zone Drawn By: ANA #6 LOVEJOY,COLORADO AVALANCHE_29_NATHAN MACKINNON,ANAHEIM DUCKS_6_BEN LOVEJOY,,,Off. Zone,,,,ANAHEIM DUCKS_22_MATHIEU PERREAULT,ANAHEIM DUCKS_8_TEEMU SELANNE,ANAHEIM DUCKS_33_JAKOB SILFVERBERG,ANAHEIM DUCKS_6_BEN LOVEJOY,ANAHEIM DUCKS_28_MARK FISTRIC,ANAHEIM DUCKS_30_VIKTOR FASTH,COLORADO AVALANCHE_29_NATHAN MACKINNON,COLORADO AVALANCHE_15_PA PARENTEAU,COLORADO AVALANCHE_11_JAMIE MCGINN,COLORADO AVALANCHE_16_CORY SARICH,COLORADO AVALANCHE_61_ANDRE BENOIT,COLORADO AVALANCHE_1_SEMYON VARLAMOV,,,0,6,6,,ANAHEIM DUCKS_30_VIKTOR FASTH_G,ANAHEIM DUCKS_30_VIKTOR FASTH_G,1,1,1200,1200,PENL,604,2,0006,0,,,,,,,0,0,
Wednesday, October 2, 2013,7:47,10:18,Pepsi Center,18007,0006,ANAHEIM DUCKS,COLORADO AVALANCHE,2,EV,604,PENL,166,ANA #6 LOVEJOY&nbsp;Roughing(2 min)- Def. Zone Drawn By: COL #29 MACKINNON,ANAHEIM DUCKS_6_BEN LOVEJOY,MACKINNON,,,Def. Zone,,,,ANAHEIM DUCKS_22_MATHIEU PERREAULT,ANAHEIM DUCKS_8_TEEMU SELANNE,ANAHEIM DUCKS_33_JAKOB SILFVERBERG,ANAHEIM DUCKS_6_BEN LOVEJOY,ANAHEIM DUCKS_28_MARK FISTRIC,ANAHEIM DUCKS_30_VIKTOR FASTH,COLORADO AVALANCHE_15_PA PARENTEAU,COLORADO AVALANCHE_11_JAMIE MCGINN,COLORADO AVALANCHE_16_CORY SARICH,COLORADO AVALANCHE_61_ANDRE BENOIT,COLORADO AVALANCHE_1_SEMYON VARLAMOV,,,,1,5,6,,ANAHEIM DUCKS_30_VIKTOR FASTH_G,ANAHEIM DUCKS_30_VIKTOR FASTH_G,1,1,1200,1200,PENL,604,2,0006,1,,,,,,,0,0,
Wednesday, October 2, 2013,7:47,10:18,Pepsi Center,18007,0006,ANAHEIM DUCKS,COLORADO AVALANCHE,2,EV,604,FAC,167,ANA won Neu. Zone - ANA #13 BONINO vs COL #55 MCLEOD,ANAHEIM DUCKS_13_NICK BONINO,COLORADO AVALANCHE_55_CODY MCLEOD,,,Neu. Zone,,,,ANAHEIM DUCKS_13_NICK BONINO,ANAHEIM DUCKS_39_MATT BELESKEY,ANAHEIM DUCKS_4_CAM FOWLER,ANAHEIM DUCKS_23_FRANCOIS BEAUCHEMIN,ANAHEIM DUCKS_30_VIKTOR FASTH,,COLORADO AVALANCHE_7_JOHN MITCHELL,COLORADO AVALANCHE_55_CODY MCLEOD,COLORADO AVALANCHE_4_TYSON BARRIE,COLORADO AVALANCHE_5_NATE GUENIN,COLORADO AVALANCHE_1_SEMYON VARLAMOV,,,,1,5,5,,ANAHEIM DUCKS_30_VIKTOR FASTH_G,ANAHEIM DUCKS_30_VIKTOR FASTH_G,1,1,1200,1200,FAC,604,2,0006,1,,,,,,,0,0,
Wednesday, October 2, 2013,7:47,10:18,Pepsi Center,18007,0006,ANAHEIM DUCKS,COLORADO AVALANCHE,2,EV,558,FAC,172,COL won Neu. Zone - ANA #15 GETZLAF vs COL #26 STASTNY,COLORADO AVALANCHE_26_PAUL STASTNY,ANAHEIM DUCKS_15_RYAN GETZLAF,,,Neu. Zone,,,,ANAHEIM DUCKS_15_RYAN GETZLAF,ANAHEIM DUCKS_10_COREY PERRY,ANAHEIM DUCKS_45_SAMI VATANEN,ANAHEIM DUCKS_55_BRYAN ALLEN,ANAHEIM DUCKS_30_VIKTOR FASTH,,COLORADO AVALANCHE_26_PAUL STASTNY,COLORADO AVALANCHE_92_GABRIEL LANDESKOG,COLORADO AVALANCHE_6_ERIK JOHNSON,COLORADO AVALANCHE_8_JAN HEJDA,COLORADO AVALANCHE_1_SEMYON VARLAMOV,,,,0,5,5,,ANAHEIM DUCKS_30_VIKTOR FASTH_G,ANAHEIM DUCKS_30_VIKTOR FASTH_G,1,1,1200,1200,FAC,558,2,0006,0,,,,,,,0,0,
Wednesday, October 2, 2013,7:47,10:18,Pepsi Center,18007,0006,ANAHEIM DUCKS,COLORADO AVALANCHE,2,EV,545,TURN,173,COL&nbsp;TAKEAWAY - #92 LANDESKOG- Neu. Zone,COLORADO AVALANCHE_92_GABRIEL LANDESKOG,,,,Neu. Zone,,,,ANAHEIM DUCKS_15_RYAN GETZLAF,ANAHEIM DUCKS_10_COREY PERRY,ANAHEIM DUCKS_45_SAMI VATANEN,ANAHEIM DUCKS_55_BRYAN ALLEN,ANAHEIM DUCKS_30_VIKTOR FASTH,,COLORADO AVALANCHE_26_PAUL STASTNY,COLORADO AVALANCHE_92_GABRIEL LANDESKOG,COLORADO AVALANCHE_6_ERIK JOHNSON,COLORADO AVALANCHE_8_JAN HEJDA,COLORADO AVALANCHE_1_SEMYON VARLAMOV,,,,0,5,5,1,ANAHEIM DUCKS_30_VIKTOR FASTH_G,ANAHEIM DUCKS_30_VIKTOR FASTH_G,1,1,1200,1200,TAKE,545,2,0006,0,,,,,,,0,0,
Wednesday, October 2, 2013,7:47,10:18,Pepsi Center,18007,0006,ANAHEIM DUCKS,COLORADO AVALANCHE,2,EV,538,TURN,174,COL&nbsp;TAKEAWAY - #6 JOHNSON- Neu. Zone,COLORADO AVALANCHE_6_ERIK JOHNSON,,,,Neu. Zone,,,,ANAHEIM DUCKS_15_RYAN GETZLAF,ANAHEIM DUCKS_10_COREY PERRY,ANAHEIM DUCKS_45_SAMI VATANEN,ANAHEIM DUCKS_55_BRYAN ALLEN,ANAHEIM DUCKS_30_VIKTOR FASTH,,COLORADO AVALANCHE_26_PAUL STASTNY,COLORADO AVALANCHE_92_GABRIEL LANDESKOG,COLORADO AVALANCHE_6_ERIK JOHNSON,COLORADO AVALANCHE_8_JAN HEJDA,COLORADO AVALANCHE_1_SEMYON VARLAMOV,,,,0,5,5,1,ANAHEIM DUCKS_30_VIKTOR FASTH_G,ANAHEIM DUCKS_30_VIKTOR FASTH_G,1,1,1200,1200,TAKE,538,2,0006,0,,,,,,,0,0,
Wednesday, October 2, 2013,7:47,10:18,Pepsi Center,18007,0006,ANAHEIM DUCKS,COLORADO AVALANCHE,2,EV,520,TURN,175,COL&nbsp;TAKEAWAY - #92 LANDESKOG- Def. Zone,COLORADO AVALANCHE_92_GABRIEL LANDESKOG,,,,Def. Zone,,,,ANAHEIM DUCKS_15_RYAN GETZLAF,ANAHEIM DUCKS_10_COREY PERRY,ANAHEIM DUCKS_4_CAM FOWLER,ANAHEIM DUCKS_23_FRANCOIS BEAUCHEMIN,ANAHEIM DUCKS_30_VIKTOR FASTH,,COLORADO AVALANCHE_26_PAUL STASTNY,COLORADO AVALANCHE_92_GABRIEL LANDESKOG,COLORADO AVALANCHE_6_ERIK JOHNSON,COLORADO AVALANCHE_8_JAN HEJDA,COLORADO AVALANCHE_1_SEMYON VARLAMOV,,,,0,5,5,1,ANAHEIM DUCKS_30_VIKTOR FASTH_G,ANAHEIM DUCKS_30_VIKTOR FASTH_G,1,1,1200,1200,TAKE,520,2,0006,0,,,,,,,0,0,
Wednesday, October 2, 2013,7:47,10:18,Pepsi Center,18007,0006,ANAHEIM DUCKS,COLORADO AVALANCHE,2,EV,516,FAC,178,COL won Def. Zone - ANA #22 PERREAULT vs COL #9 DUCHENE,COLORADO AVALANCHE_9_MATT DUCHENE,ANAHEIM DUCKS_22_MATHIEU PERREAULT,,,Def. Zone,,,,ANAHEIM DUCKS_21_KYLE PALMIERI,ANAHEIM DUCKS_22_MATHIEU PERREAULT,ANAHEIM DUCKS_4_CAM FOWLER,ANAHEIM DUCKS_23_FRANCOIS BEAUCHEMIN,ANAHEIM DUCKS_30_VIKTOR FASTH,,COLORADO AVALANCHE_9_MATT DUCHENE,COLORADO AVALANCHE_90_RYAN O'REILLY,COLORADO AVALANCHE_16_CORY SARICH,COLORADO AVALANCHE_61_ANDRE BENOIT,COLORADO AVALANCHE_1_SEMYON VARLAMOV,,,,0,5,5,,ANAHEIM DUCKS_30_VIKTOR FASTH_G,ANAHEIM DUCKS_30_VIKTOR FASTH_G,1,1,1200,1200,FAC,516,2,0006,0,,,,,,,0,0,
Wednesday, October 2, 2013,7:47,10:18,Pepsi Center,18007,0006,ANAHEIM DUCKS,COLORADO AVALANCHE,2,EV,496,HIT,179,COL #9 DUCHENE HIT ANA #4 FOWLER- Off. Zone,COLORADO AVALANCHE_9_MATT DUCHENE,ANAHEIM DUCKS_4_CAM FOWLER,,,Off. Zone,,,,ANAHEIM DUCKS_21_KYLE PALMIERI,ANAHEIM DUCKS_22_MATHIEU PERREAULT,ANAHEIM DUCKS_4_CAM FOWLER,ANAHEIM DUCKS_23_FRANCOIS BEAUCHEMIN,ANAHEIM DUCKS_30_VIKTOR FASTH,,COLORADO AVALANCHE_9_MATT DUCHENE,COLORADO AVALANCHE_90_RYAN O'REILLY,COLORADO AVALANCHE_16_CORY SARICH,COLORADO AVALANCHE_61_ANDRE BENOIT,COLORADO AVALANCHE_1_SEMYON VARLAMOV,,,,0,5,5,,ANAHEIM DUCKS_30_VIKTOR FASTH_G,ANAHEIM DUCKS_30_VIKTOR FASTH_G,1,1,1200,1200,HIT,496,2,0006,0,,,,,,,0,0,
Wednesday, October 2, 2013,7:47,10:18,Pepsi Center,18007,0006,ANAHEIM DUCKS,COLORADO AVALANCHE,2,EV,491,MISS,180,COL #90 O'REILLY- Wrist- Wide of Net- Off. Zone- 20 ft.,COLORADO AVALANCHE_90_RYAN O'REILLY,,,,Off. Zone,Wrist,Wide of Net,20,ANAHEIM DUCKS_21_KYLE PALMIERI,ANAHEIM DUCKS_22_MATHIEU PERREAULT,ANAHEIM DUCKS_4_CAM FOWLER,ANAHEIM DUCKS_23_FRANCOIS BEAUCHEMIN,ANAHEIM DUCKS_30_VIKTOR FASTH,,COLORADO AVALANCHE_9_MATT DUCHENE,COLORADO AVALANCHE_90_RYAN O'REILLY,COLORADO AVALANCHE_16_CORY SARICH,COLORADO AVALANCHE_61_ANDRE BENOIT,COLORADO AVALANCHE_1_SEMYON VARLAMOV,,,,0,5,5,,ANAHEIM DUCKS_30_VIKTOR FASTH_G,ANAHEIM DUCKS_30_VIKTOR FASTH_G,1,1,1200,1200,MISS,491,2,0006,0,,,,,,,0,0,
Wednesday, October 2, 2013,7:47,10:18,Pepsi Center,18007,0006,ANAHEIM DUCKS,COLORADO AVALANCHE,2,EV,476,FAC,182,COL won Neu. Zone - ANA #11 KOIVU vs COL #29 MACKINNON,COLORADO AVALANCHE_29_NATHAN MACKINNON,ANAHEIM DUCKS_11_SAKU KOIVU,,,Neu. Zone,,,,ANAHEIM DUCKS_7_ANDREW COGLIANO,ANAHEIM DUCKS_11_SAKU KOIVU,ANAHEIM DUCKS_34_DANIEL WINNIK,ANAHEIM DUCKS_6_BEN LOVEJOY,ANAHEIM DUCKS_28_MARK FISTRIC,ANAHEIM DUCKS_30_VIKTOR FASTH,COLORADO AVALANCHE_29_NATHAN MACKINNON,COLORADO AVALANCHE_15_PA PARENTEAU,COLORADO AVALANCHE_11_JAMIE MCGINN,COLORADO AVALANCHE_4_TYSON BARRIE,COLORADO AVALANCHE_5_NATE GUENIN,COLORADO AVALANCHE_1_SEMYON VARLAMOV,,,0,6,6,,ANAHEIM DUCKS_30_VIKTOR FASTH_G,ANAHEIM DUCKS_30_VIKTOR FASTH_G,1,1,1200,1200,FAC,476,2,0006,0,,,,,,,0,0,
Wednesday, October 2, 2013,7:47,10:18,Pepsi Center,18007,0006,ANAHEIM DUCKS,COLORADO AVALANCHE,2,EV,463,PENL,183,ANA #28 FISTRIC&nbsp;Cross checking(2 min)- Def. Zone Drawn By: COL #29 MACKINNON,ANAHEIM DUCKS_28_MARK FISTRIC,COLORADO AVALANCHE_29_NATHAN MACKINNON,,,Def. Zone,,,,ANAHEIM DUCKS_7_ANDREW COGLIANO,ANAHEIM DUCKS_11_SAKU KOIVU,ANAHEIM DUCKS_34_DANIEL WINNIK,ANAHEIM DUCKS_6_BEN LOVEJOY,ANAHEIM DUCKS_28_MARK FISTRIC,ANAHEIM DUCKS_30_VIKTOR FASTH,COLORADO AVALANCHE_29_NATHAN MACKINNON,COLORADO AVALANCHE_15_PA PARENTEAU,COLORADO AVALANCHE_11_JAMIE MCGINN,COLORADO AVALANCHE_4_TYSON BARRIE,COLORADO AVALANCHE_5_NATE GUENIN,COLORADO AVALANCHE_1_SEMYON VARLAMOV,,,1,6,6,,ANAHEIM DUCKS_30_VIKTOR FASTH_G,ANAHEIM DUCKS_30_VIKTOR FASTH_G,1,1,1200,1200,PENL,463,2,0006,1,,,,,,,0,0,
Wednesday, October 2, 2013,7:47,10:18,Pepsi Center,18007,0006,ANAHEIM DUCKS,COLORADO AVALANCHE,2,PP,463,FAC,184,COL won Off. Zone - ANA #11 KOIVU vs COL #26 STASTNY,COLORADO AVALANCHE_26_PAUL STASTNY,ANAHEIM DUCKS_11_SAKU KOIVU,,,Off. Zone,,,,ANAHEIM DUCKS_11_SAKU KOIVU,ANAHEIM DUCKS_34_DANIEL WINNIK,ANAHEIM DUCKS_6_BEN LOVEJOY,ANAHEIM DUCKS_55_BRYAN ALLEN,ANAHEIM DUCKS_30_VIKTOR FASTH,,COLORADO AVALANCHE_26_PAUL STASTNY,COLORADO AVALANCHE_15_PA PARENTEAU,COLORADO AVALANCHE_92_GABRIEL LANDESKOG,COLORADO AVALANCHE_4_TYSON BARRIE,COLORADO AVALANCHE_6_ERIK JOHNSON,COLORADO AVALANCHE_1_SEMYON VARLAMOV,,,0,6,5,,ANAHEIM DUCKS_30_VIKTOR FASTH_G,ANAHEIM DUCKS_30_VIKTOR FASTH_G,1,1,1200,1200,FAC,463,2,0006,0,,,,,,,0,0,
Wednesday, October 2, 2013,7:47,10:18,Pepsi Center,18007,0006,ANAHEIM DUCKS,COLORADO AVALANCHE,2,PP,398,FAC,186,COL won Neu. Zone - ANA #15 GETZLAF vs COL #9 DUCHENE,COLORADO AVALANCHE_9_MATT DUCHENE,ANAHEIM DUCKS_15_RYAN GETZLAF,,,Neu. Zone,,,,ANAHEIM DUCKS_15_RYAN GETZLAF,ANAHEIM DUCKS_10_COREY PERRY,ANAHEIM DUCKS_4_CAM FOWLER,ANAHEIM DUCKS_23_FRANCOIS BEAUCHEMIN,ANAHEIM DUCKS_30_VIKTOR FASTH,,COLORADO AVALANCHE_9_MATT DUCHENE,COLORADO AVALANCHE_90_RYAN O'REILLY,COLORADO AVALANCHE_17_STEVE DOWNIE,COLORADO AVALANCHE_40_ALEX TANGUAY,COLORADO AVALANCHE_61_ANDRE BENOIT,COLORADO AVALANCHE_1_SEMYON VARLAMOV,,,0,6,5,,ANAHEIM DUCKS_30_VIKTOR FASTH_G,ANAHEIM DUCKS_30_VIKTOR FASTH_G,1,1,1200,1200,FAC,398,2,0006,0,,,,,,,0,0,
Wednesday, October 2, 2013,7:47,10:18,Pepsi Center,18007,0006,ANAHEIM DUCKS,COLORADO AVALANCHE,2,SH,364,TURN,187,ANA&nbsp;GIVEAWAY - #30 FASTH- Def. Zone,ANAHEIM DUCKS_30_VIKTOR FASTH,,,,Def. Zone,,,,ANAHEIM DUCKS_15_RYAN GETZLAF,ANAHEIM DUCKS_10_COREY PERRY,ANAHEIM DUCKS_4_CAM FOWLER,ANAHEIM DUCKS_23_FRANCOIS BEAUCHEMIN,ANAHEIM DUCKS_30_VIKTOR FASTH,,COLORADO AVALANCHE_9_MATT DUCHENE,COLORADO AVALANCHE_90_RYAN O'REILLY,COLORADO AVALANCHE_17_STEVE DOWNIE,COLORADO AVALANCHE_40_ALEX TANGUAY,COLORADO AVALANCHE_61_ANDRE BENOIT,COLORADO AVALANCHE_1_SEMYON VARLAMOV,,,1,6,5,1,ANAHEIM DUCKS_30_VIKTOR FASTH_G,ANAHEIM DUCKS_30_VIKTOR FASTH_G,1,1,1200,1200,GIVE,364,2,0006,1,,,,,,,0,0,
Wednesday, October 2, 2013,7:47,10:18,Pepsi Center,18007,0006,ANAHEIM DUCKS,COLORADO AVALANCHE,2,EV,293,HIT,188,COL #5 GUENIN HIT ANA #22 PERREAULT- Def. Zone,COLORADO AVALANCHE_5_NATE GUENIN,ANAHEIM DUCKS_22_MATHIEU PERREAULT,,,Def. Zone,,,,ANAHEIM DUCKS_22_MATHIEU PERREAULT,ANAHEIM DUCKS_8_TEEMU SELANNE,ANAHEIM DUCKS_33_JAKOB SILFVERBERG,ANAHEIM DUCKS_4_CAM FOWLER,ANAHEIM DUCKS_55_BRYAN ALLEN,ANAHEIM DUCKS_30_VIKTOR FASTH,COLORADO AVALANCHE_7_JOHN MITCHELL,COLORADO AVALANCHE_55_CODY MCLEOD,COLORADO AVALANCHE_58_PATRICK BORDELEAU,COLORADO AVALANCHE_5_NATE GUENIN,COLORADO AVALANCHE_8_JAN HEJDA,COLORADO AVALANCHE_1_SEMYON VARLAMOV,,,0,6,6,,ANAHEIM DUCKS_30_VIKTOR FASTH_G,ANAHEIM DUCKS_30_VIKTOR FASTH_G,1,1,1200,1200,HIT,293,2,0006,0,,,,,,,0,0,
